"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0070972","GO:0070972","protein localization to endoplasmic reticulum",58,0.488867387199327,1.79317174567502,0.00118653707369638,0.0114103828365238,0.00871473212813801,1405,"tags=45%, list=25%, signal=34%","YER103W/YNCE0024W/YKL122C/YJL034W/YMR040W/YKL065C/YKL073W/YDR086C/YER019C-A/YLR378C/YDL092W/YML055W/YAL005C/YKL154W/YDL072C/YJR117W/YAL007C/YML105C/YBL040C/YBR171W/YGL200C/YPL210C/YLL024C/YDL100C/YAL028W/YOL111C"
"GO:0015804","GO:0015804","neutral amino acid transport",20,-0.633056757301721,-1.97546980724587,0.00126770802393845,0.0120999892732633,0.00924142220121666,786,"tags=50%, list=14%, signal=43%","YIL121W/YPR058W/YCR075C/YIL088C/YBR043C/YEL062W/YKR039W/YNL065W/YOR348C/YNL101W"
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding",16,0.684648571157674,1.83938231060416,0.00134475673963673,0.0127403249629288,0.00973048151565606,740,"tags=50%, list=13%, signal=43%","YER103W/YLL026W/YNL007C/YOR020C/YJL034W/YFL016C/YJR045C/YAL005C"
"GO:1901657","GO:1901657","glycosyl compound metabolic process",28,-0.578628609860607,-1.94724311079547,0.00141993145663686,0.0132957360888236,0.0101546793057308,891,"tags=36%, list=16%, signal=30%","YDR399W/YDR400W/YMR271C/YCL047C/YJR105W/YPL273W/YOL141W/YER043C/YNL129W/YOR047C"
"GO:0006568","GO:0006568","L-tryptophan metabolic process",16,-0.660143146391866,-1.93150144118173,0.00144496271801914,0.0132957360888236,0.0101546793057308,396,"tags=31%, list=7%, signal=29%","YJR078W/YLR044C/YLR134W/YLR231C/YGR087C"
"GO:0006586","GO:0006586","indolalkylamine metabolic process",16,-0.660143146391866,-1.93150144118173,0.00144496271801914,0.0132957360888236,0.0101546793057308,396,"tags=31%, list=7%, signal=29%","YJR078W/YLR044C/YLR134W/YLR231C/YGR087C"
"GO:0042430","GO:0042430","indole-containing compound metabolic process",16,-0.660143146391866,-1.93150144118173,0.00144496271801914,0.0132957360888236,0.0101546793057308,396,"tags=31%, list=7%, signal=29%","YJR078W/YLR044C/YLR134W/YLR231C/YGR087C"
"GO:1901606","GO:1901606","alpha-amino acid catabolic process",40,-0.507680541034626,-1.82867728639217,0.00145694098074583,0.0133101965312423,0.0101657235348281,620,"tags=35%, list=11%, signal=31%","YEL046C/YGL196W/YHR037W/YKL106W/YJR078W/YNL239W/YLR044C/YLR142W/YER043C/YLR134W/YCL064C/YLR231C/YFR055W/YGR087C"
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process",38,-0.515602473468245,-1.84881635975007,0.00148513239087019,0.0134715200561913,0.0102889351155471,1231,"tags=45%, list=22%, signal=35%","YLR420W/YGR061C/YLR359W/YJR133W/YDR020C/YDR399W/YMR120C/YAR015W/YER099C/YNL333W/YHL011C/YMR271C/YJR105W/YOL061W/YKL181W/YNR012W/YNL141W"
"GO:0051084","GO:0051084","'de novo' post-translational protein folding",24,0.605192508867706,1.81471569875853,0.00152268663333144,0.0137149028452881,0.0104748198349265,740,"tags=33%, list=13%, signal=29%","YER103W/YLL026W/YNL007C/YOR020C/YJL034W/YFL016C/YJR045C/YAL005C"
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore",34,0.567540213926293,1.86219171012316,0.00155610765480361,0.0138212617395404,0.0105560519273227,1597,"tags=56%, list=29%, signal=40%","YKR083C/YDR320C-A/YCR086W/YGL086W/YKL089W/YOR073W/YPL209C/YIL144W/YDL126C/YPL018W/YDR016C/YDR201W/YBL058W/YBR233W-A/YER106W/YIR010W/YGL061C/YBR211C/YKL052C"
"GO:0051310","GO:0051310","metaphase chromosome alignment",34,0.567540213926293,1.86219171012316,0.00155610765480361,0.0138212617395404,0.0105560519273227,1597,"tags=56%, list=29%, signal=40%","YKR083C/YDR320C-A/YCR086W/YGL086W/YKL089W/YOR073W/YPL209C/YIL144W/YDL126C/YPL018W/YDR016C/YDR201W/YBL058W/YBR233W-A/YER106W/YIR010W/YGL061C/YBR211C/YKL052C"
"GO:0141124","GO:0141124","intracellular signaling cassette",128,-0.352577495721286,-1.59698507737843,0.00157045997255448,0.0138525400337737,0.0105799408677355,1424,"tags=39%, list=26%, signal=30%","YLR229C/YJL005W/YHR182W/YJL085W/YLR310C/YOR127W/YNL298W/YIL113W/YDR162C/YNL053W/YGL195W/YMR055C/YDR103W/YGR040W/YPR095C/YHL007C/YLR425W/YNL128W/YOL113W/YPL031C/YOR371C/YLR362W/YBR140C/YDR379W/YDR466W/YOR008C/YKR055W/YDL073W/YOR171C/YJR031C/YHL023C/YDL206W/YNR031C/YOR360C/YEL022W/YDR006C/YLR371W/YJR138W/YER155C/YKL203C/YLR422W/YPL115C/YCL032W/YPL203W/YCR027C/YAL048C/YER136W/YCR073C/YER075C/YAL056W"
"GO:0045017","GO:0045017","glycerolipid biosynthetic process",97,-0.370834123286719,-1.60618952967513,0.00174447580936242,0.0151352178167867,0.0115595918966117,1235,"tags=41%, list=22%, signal=33%","YOR311C/YDR434W/YCL004W/YGR007W/YJL062W/YNL054W/YPL175W/YDR017C/YLR305C/YIL039W/YPL076W/YDR287W/YIL002C/YLR386W/YDR147W/YLR088W/YGR046W/YOR149C/YLR459W/YFL025C/YOR109W/YLR240W/YLL031C/YNL169C/YLR133W/YLR347C/YCR044C/YCL052C/YNL264C/YGL142C/YHR123W/YBR029C/YGR149W/YNL130C/YKR031C/YCR017C/YHR046C/YER043C/YKR070W/YGR157W"
"GO:0055080","GO:0055080","monoatomic cation homeostasis",152,-0.333122071704937,-1.54483113496378,0.00174281289145292,0.0151352178167867,0.0115595918966117,871,"tags=28%, list=16%, signal=25%","YKL168C/YMR205C/YKL175W/YLR220W/YOR079C/YLR126C/YER113C/YCL017C/YAL053W/YDL206W/YEL027W/YBR127C/YDR107C/YHL040C/YCR044C/YLL051C/YMR058W/YDR436W/YIL090W/YDR270W/YPL036W/YHR175W/YGR240C/YKR021W/YBR235W/YBR295W/YGR257C/YIR033W/YOL130W/YJR106W/YLR447C/YOL152W/YDR506C/YFL050C/YLR214W/YGL008C/YMR021C/YDR492W/YEL065W/YLR023C/YOL002C/YOR381W/YOR384W"
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process",231,-0.295838766657708,-1.45645742759101,0.00175137782399096,0.0151352178167867,0.0115595918966117,1356,"tags=33%, list=24%, signal=26%","YDR481C/YDR319C/YKL149C/YAL033W/YKR096W/YCR093W/YJL047C/YNR052C/YLR136C/YGL094C/YJL209W/YNL282W/YML118W/YJR091C/YOR001W/YDR293C/YKR084C/YNL197C/YER125W/YOR393W/YJL087C/YMR116C/YDL102W/YIL151C/YDR370C/YPL042C/YOL072W/YMR205C/YBL105C/YMR080C/YKL208W/YPR042C/YDR400W/YBR170C/YDR315C/YPL123C/YMR323W/YJR009C/YBL055C/YDR206W/YDR050C/YER005W/YDL021W/YLR233C/YGR240C/YBR242W/YER049W/YNL112W/YPL029W/YGL101W/YPR164W/YJR119C/YNL023C/YOR347C/YOR166C/YBR212W/YLR363C/YLR446W/YBR196C/YIR033W/YAL021C/YGR254W/YER043C/YHR202W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGR122W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0019646","GO:0019646","aerobic electron transport chain",28,0.594596151273477,1.84522598964173,0.00191425831849764,0.0164317878480435,0.0125498531936828,1050,"tags=54%, list=19%, signal=44%","YOR065W/YEL039C/YDR529C/YFR033C/YJL045W/YPR191W/YJL166W/YMR256C/YKL148C/YGL226W/YDL067C/YLR395C/YGL191W/YHR001W-A/YJR048W"
"GO:0009060","GO:0009060","aerobic respiration",87,0.421772061298512,1.64902603760354,0.00209065774097653,0.0178263416713932,0.0136149500605349,1050,"tags=41%, list=19%, signal=34%","YOR065W/YMR030W/YPL271W/YEL039C/YDR529C/YFR033C/YJL045W/YMR002W/YKL085W/YPR191W/YER065C/YPL262W/YJL166W/YMR256C/YKL148C/YLR174W/YMR081C/YNL037C/YOR355W/YJR121W/YDR031W/YFR049W/YGL226W/YNL117W/YBR010W/YNR001C/YBL030C/YDL067C/YDR148C/YPR001W/YLR395C/YOR136W/YGL191W/YPR140W/YHR001W-A/YJR048W"
"GO:0008299","GO:0008299","isoprenoid biosynthetic process",18,-0.636714333264742,-1.92730345857713,0.00210884124695431,0.0178623043367852,0.0136424167108651,1715,"tags=78%, list=31%, signal=54%","YBR002C/YBR003W/YNR041C/YJL167W/YOR311C/YML126C/YER125W/YHR190W/YMR220W/YMR208W/YLR450W/YHR072W/YNR043W/YML075C"
"GO:0006066","GO:0006066","alcohol metabolic process",127,-0.34918658043188,-1.58306607012742,0.00212327159775585,0.0178662129837482,0.0136454019578769,1131,"tags=44%, list=20%, signal=36%","YDR017C/YOL059W/YML126C/YJR156C/YER125W/YNL009W/YDR287W/YNR019W/YMR226C/YHR190W/YMR220W/YJL153C/YBR145W/YDL080C/YLR228C/YGL256W/YNL333W/YOR171C/YAL061W/YMR318C/YPL103C/YLR410W/YDR315C/YHR079C/YNL280C/YOL055C/YDR050C/YMR208W/YML070W/YGL012W/YDL085W/YMR202W/YLR450W/YCR048W/YLR044C/YLR100W/YOL086C/YHR046C/YHR072W/YPR121W/YFL053W/YPL028W/YNR043W/YMR303C/YLR134W/YCR105W/YHR007C/YGL001C/YGR175C/YLR056W/YIL053W/YGR144W/YML075C/YGR060W/YMR015C/YGR087C"
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process",41,-0.494457409335445,-1.78653558214832,0.00221579767225054,0.0185229099529964,0.0141469572744995,1231,"tags=39%, list=22%, signal=31%","YGR061C/YLR359W/YJR133W/YDR020C/YDR399W/YMR120C/YAR015W/YER099C/YNL333W/YHL011C/YMR271C/YJR105W/YOL061W/YKL181W/YNR012W/YNL141W"
"GO:0016052","GO:0016052","carbohydrate catabolic process",90,-0.38479908435421,-1.65241616903321,0.00226111353761111,0.0187789884065234,0.0143425383657082,951,"tags=40%, list=17%, signal=34%","YJR153W/YJR096W/YDR371W/YMR164C/YMR205C/YLR144C/YNL242W/YGL156W/YMR323W/YJR009C/YIL050W/YLR300W/YDR050C/YFR021W/YDL021W/YGR240C/YML070W/YOR347C/YGR287C/YLR446W/YBR196C/YOR190W/YGR254W/YFL053W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YJL216C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0006720","GO:0006720","isoprenoid metabolic process",19,-0.639219520383622,-1.98133046364269,0.00227769131782511,0.0187946270677311,0.0143544824647993,1715,"tags=79%, list=31%, signal=55%","YBR002C/YBR003W/YNR041C/YJL167W/YOR311C/YIL102C-A/YML126C/YER125W/YHR190W/YMR220W/YMR208W/YLR450W/YHR072W/YNR043W/YML075C"
"GO:0010499","GO:0010499","proteasomal ubiquitin-independent protein catabolic process",17,0.657816650558649,1.79660092502985,0.00232423106608931,0.0190557149585143,0.0145538895366456,1308,"tags=76%, list=23%, signal=59%","YPL106C/YPR103W/YGR253C/YBR169C/YOL038W/YBL041W/YGL011C/YOR157C/YGR135W/YER012W/YFR050C/YML092C/YER094C"
"GO:0072741","GO:0072741","protein localization to cell division site",15,0.688284015098998,1.83387187706324,0.00248050665042342,0.0202074395279717,0.0154335244491648,852,"tags=47%, list=15%, signal=40%","YMR032W/YMR001C/YPL158C/YDR507C/YDR388W/YGR092W/YHR023W"
"GO:0170035","GO:0170035","L-amino acid catabolic process",33,-0.531295634039519,-1.86971699186822,0.00259055226902698,0.020970356658769,0.0160162059004466,620,"tags=36%, list=11%, signal=33%","YEL046C/YHR037W/YKL106W/YJR078W/YLR044C/YLR142W/YER043C/YLR134W/YCL064C/YLR231C/YFR055W/YGR087C"
"GO:0019359","GO:0019359","nicotinamide nucleotide biosynthetic process",17,-0.637308522036446,-1.89071757854706,0.00283958163506698,0.0227054518528881,0.0173413927982224,766,"tags=59%, list=14%, signal=51%","YDR428C/YFR047C/YEL041W/YHR074W/YDR400W/YGR010W/YCL047C/YJR078W/YNL129W/YLR231C"
"GO:1902600","GO:1902600","proton transmembrane transport",87,0.415664030987289,1.62514512669003,0.00284040054453643,0.0227054518528881,0.0173413927982224,666,"tags=28%, list=12%, signal=25%","YEL069C/YNR072W/YDR343C/YOL077W-A/YOR065W/YPL271W/YDR529C/YFR033C/YDR536W/YML081C-A/YPR191W/YJL166W/YMR256C/YOL027C/YKL016C/YHR039C-A/YKL217W/YDR322C-A/YBR298C/YJR121W/YLR295C/YPR020W/YPL078C/YBL099W"
"GO:0016042","GO:0016042","lipid catabolic process",66,-0.419080796996627,-1.71176322539681,0.00286019130662316,0.0227216439824287,0.0173537596112866,1351,"tags=39%, list=24%, signal=30%","YDR319C/YMR008C/YDR275W/YAL051W/YLR020C/YOR081C/YLR284C/YDL109C/YLL012W/YNL009W/YJR107W/YPL103C/YNL202W/YEL020C/YPR128C/YKR009C/YGL144C/YPL206C/YPL110C/YJR019C/YOR363C/YKR031C/YPR147C/YGL205W/YCR068W/YPL095C"
"GO:0006605","GO:0006605","protein targeting",224,0.331346590111808,1.45968435507175,0.00290421968575098,0.0229289936918241,0.0175121239010845,1436,"tags=35%, list=26%, signal=27%","YER103W/YPL240C/YNCE0024W/YKL195W/YKL122C/YOR020C/YHR005C-A/YOR045W/YJL034W/YEL020W-A/YLR099W-A/YNL070W/YHR193C/YKL073W/YDR252W/YKR016W/YLL042C/YBR091C/YOR027W/YDR086C/YPL250C/YML071C/YJR135W-A/YER019C-A/YER154W/YLR378C/YKL103C/YDL092W/YPL063W/YNR017W/YDR200C/YNL121C/YPR133W-A/YPL037C/YML055W/YGR206W/YPL098C/YJR045C/YAL005C/YKL154W/YLR259C/YGR181W/YNL051W/YOR232W/YBR290W/YHL002W/YDR495C/YMR159C/YKR014C/YKR035W-A/YJR117W/YBR230C/YML105C/YLR008C/YGR066C/YBR171W/YOL026C/YJL104W/YBL078C/YML097C/YPL154C/YJL031C/YBL069W/YLR119W/YBL045C/YPL210C/YIL022W/YLL024C/YLR261C/YDL100C/YNR006W/YNL098C/YAL028W/YBR105C/YER017C/YOL111C/YMR060C/YKR065C"
"GO:0006873","GO:0006873","intracellular monoatomic ion homeostasis",159,-0.319523703272729,-1.49810522250717,0.00292626533827849,0.0229613090040379,0.0175368048687274,871,"tags=26%, list=16%, signal=22%","YKL168C/YMR205C/YKL175W/YLR220W/YOR079C/YLR126C/YER113C/YCL017C/YDL206W/YEL027W/YBR127C/YDR107C/YHL040C/YCR044C/YLL051C/YMR058W/YDR436W/YIL090W/YDR270W/YPL036W/YHR175W/YGR240C/YKR021W/YBR295W/YGR257C/YIR033W/YOL130W/YJR106W/YLR447C/YOL152W/YDR506C/YFL050C/YLR214W/YGL008C/YMR021C/YDR492W/YEL065W/YLR023C/YOL002C/YOR381W/YOR384W"
"GO:0009308","GO:0009308","amine metabolic process",29,-0.543507081299801,-1.8399317993295,0.00307110627677508,0.0239508837072886,0.018292597078609,1373,"tags=48%, list=25%, signal=37%","YMR042W/YDR428C/YLR146C/YPR069C/YKL184W/YFR047C/YHR068W/YPL103C/YJR078W/YLR044C/YLR134W/YMR170C/YLR231C/YGR087C"
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis",126,0.379068924714741,1.5769629651411,0.00352847521103317,0.0273510290600692,0.0208894736576637,1639,"tags=41%, list=29%, signal=30%","YKL009W/YPR143W/YER002W/YER131W/YPL146C/YKL082C/YFR001W/YGL078C/YLR009W/YKL172W/YDR500C/YCR016W/YGR103W/YPR169W/YNL002C/YLR185W/YOR206W/YDR083W/YOL144W/YNL110C/YGL189C/YFL002C/YDL136W/YNL227C/YLR387C/YDL031W/YFR031C-A/YHR088W/YPL043W/YHR066W/YNCJ0004C/YDR060W/YKR094C/YLR221C/YLR276C/YKL006W/YGR085C/YDR412W/YLR435W/YCL054W/YDL191W/YLR075W/YLR340W/YLL008W/YLR344W/YBR267W/YBR142W/YOL041C/YGL099W/YML073C/YMR049C/YLL034C"
"GO:0009116","GO:0009116","nucleoside metabolic process",23,-0.579272061438333,-1.86536743156374,0.00364647901004078,0.0280954617701335,0.0214580375479889,891,"tags=61%, list=16%, signal=51%","YDR441C/YMR278W/YBR022W/YDR530C/YHR144C/YDR399W/YDR400W/YMR271C/YCL047C/YJR105W/YPL273W/YER043C/YNL129W/YOR047C"
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly",33,0.544081062609753,1.76617452763714,0.00371602869365383,0.028459884426247,0.0217363670199228,1764,"tags=55%, list=32%, signal=37%","YDR356W/YKR083C/YDR320C-A/YGL048C/YDR394W/YDR016C/YDR201W/YNR018W/YGL049C/YBR233W-A/YJR017C/YGL207W/YOR259C/YGL061C/YOR117W/YKL052C/YER016W/YEL009C"
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization",28,0.577386129655612,1.79181767358794,0.00384742239380235,0.0291174748028,0.0222386046804645,1644,"tags=57%, list=30%, signal=40%","YDR356W/YKR083C/YFR016C/YDR320C-A/YLR337C/YOR181W/YCR088W/YNL138W/YDR016C/YDR201W/YBR233W-A/YIR006C/YKL129C/YGL061C/YKL052C/YER016W"
"GO:0030258","GO:0030258","lipid modification",39,-0.494167706548992,-1.77812365486508,0.00384655041844925,0.0291174748028,0.0222386046804645,1860,"tags=62%, list=33%, signal=41%","YIL160C/YKL188C/YDR503C/YJR110W/YJL134W/YNL106C/YLR189C/YOR175C/YAL051W/YOL065C/YLR284C/YNL009W/YNL128W/YIL002C/YOR109W/YDR284C/YNL087W/YEL020C/YPR128C/YKL212W/YKR009C/YJR019C/YOR363C/YGL205W"
"GO:0006643","GO:0006643","membrane lipid metabolic process",86,-0.38047615897474,-1.61100194330254,0.00409762727589838,0.0308286193286707,0.0235454991457195,1687,"tags=48%, list=30%, signal=34%","YBR036C/YBR159W/YLR242C/YJL134W/YJR013W/YER093C/YBR004C/YCL005W/YOR365C/YNL158W/YMR160W/YDR434W/YJL062W/YPL175W/YHL003C/YIL039W/YPL076W/YPL221W/YDR072C/YLR088W/YOR149C/YLR459W/YBR265W/YFL025C/YLL031C/YGR038W/YOR171C/YAL053W/YCR044C/YCL052C/YER005W/YGL142C/YHR205W/YMR272C/YKL008C/YJR066W/YGR143W/YCR017C/YGL139W/YPL006W/YJL196C"
"GO:0006576","GO:0006576","biogenic amine metabolic process",25,-0.554734908433536,-1.82967373614087,0.00426060081680464,0.0316820258412392,0.0241972922765894,1366,"tags=52%, list=25%, signal=39%","YDR428C/YLR146C/YPR069C/YKL184W/YFR047C/YHR068W/YPL103C/YJR078W/YLR044C/YLR134W/YMR170C/YLR231C/YGR087C"
"GO:0090150","GO:0090150","establishment of protein localization to membrane",118,0.377952370792595,1.54625488446164,0.00423660394024932,0.0316820258412392,0.0241972922765894,1491,"tags=41%, list=27%, signal=30%","YER103W/YNCE0024W/YKL122C/YHR005C-A/YJL034W/YEL020W-A/YLR099W-A/YNL070W/YHR193C/YOR198C/YKL073W/YOL027C/YDR252W/YBR091C/YDR086C/YJR135W-A/YER019C-A/YER154W/YLR378C/YDL092W/YNL121C/YPL037C/YML055W/YPL098C/YAL005C/YGR181W/YDR329C/YLR309C/YLR380W/YDL126C/YJR117W/YML105C/YBR171W/YOL026C/YJL031C/YBL069W/YLR119W/YNL265C/YBR185C/YPL210C/YLL024C/YDL100C/YAL028W/YDL065C/YOL111C/YMR060C/YIR004W/YLL050C"
"GO:0043632","GO:0043632","modification-dependent macromolecule catabolic process",195,0.33828665767662,1.47470619343263,0.0046493186633004,0.0343727084991978,0.0262523134745529,1329,"tags=36%, list=24%, signal=28%","YNR075W/YPL106C/YNL007C/YDR363W-A/YBR101C/YKL054C/YBR158W/YJL144W/YFR004W/YOR257W/YPR103W/YOR261C/YIL075C/YGR253C/YPL009C/YHR027C/YBR169C/YHR200W/YNL155W/YDL007W/YFR010W/YMR276W/YFR052W/YBR173C/YOL038W/YBR114W/YBL041W/YBR082C/YBR172C/YDR054C/YDR273W/YGL048C/YDR219C/YDR427W/YGL011C/YDR177W/YAL005C/YDR394W/YGR048W/YDR002W/YDR358W/YOR157C/YBR290W/YFR036W/YHL002W/YLR167W/YGL116W/YEL012W/YKR023W/YEL037C/YGR135W/YDL126C/YER012W/YDR139C/YER021W/YGR066C/YBL058W/YOL115W/YDR255C/YGL058W/YJR017C/YLR119W/YKR094C/YFR050C/YMR100W/YLL024C/YML092C/YOR259C/YER094C/YNR006W"
"GO:0140115","GO:0140115","export across plasma membrane",17,-0.621564173064373,-1.84400846304809,0.00472180938403337,0.0347080126561993,0.0265084035594856,1034,"tags=65%, list=19%, signal=53%","YHR032W/YHR048W/YHL035C/YIL121W/YOR328W/YPL036W/YBR043C/YDR406W/YDR338C/YGL008C/YNL065W"
"GO:0009968","GO:0009968","negative regulation of signal transduction",50,-0.447067819218754,-1.71211360683774,0.00483672605711681,0.0349501278364543,0.0266933201368088,1296,"tags=44%, list=23%, signal=34%","YIL113W/YDR162C/YNL053W/YMR055C/YDR103W/YMR116C/YLR452C/YPL031C/YNL201C/YOR371C/YBR140C/YHL023C/YJR138W/YER155C/YPL115C/YLR361C/YDR264C/YPL179W/YER075C/YAL056W/YEL062W/YGL253W"
"GO:0010648","GO:0010648","negative regulation of cell communication",50,-0.447067819218754,-1.71211360683774,0.00483672605711681,0.0349501278364543,0.0266933201368088,1296,"tags=44%, list=23%, signal=34%","YIL113W/YDR162C/YNL053W/YMR055C/YDR103W/YMR116C/YLR452C/YPL031C/YNL201C/YOR371C/YBR140C/YHL023C/YJR138W/YER155C/YPL115C/YLR361C/YDR264C/YPL179W/YER075C/YAL056W/YEL062W/YGL253W"
"GO:0023057","GO:0023057","negative regulation of signaling",50,-0.447067819218754,-1.71211360683774,0.00483672605711681,0.0349501278364543,0.0266933201368088,1296,"tags=44%, list=23%, signal=34%","YIL113W/YDR162C/YNL053W/YMR055C/YDR103W/YMR116C/YLR452C/YPL031C/YNL201C/YOR371C/YBR140C/YHL023C/YJR138W/YER155C/YPL115C/YLR361C/YDR264C/YPL179W/YER075C/YAL056W/YEL062W/YGL253W"
"GO:0034308","GO:0034308","primary alcohol metabolic process",31,-0.51100376910025,-1.76567764052289,0.00494102671648564,0.0355032200583435,0.0271157468533334,825,"tags=48%, list=15%, signal=41%","YBR145W/YDL080C/YNL333W/YPL103C/YOL055C/YML070W/YDL085W/YLR044C/YOL086C/YPR121W/YFL053W/YMR303C/YLR134W/YGR144W/YGR087C"
"GO:0045047","GO:0045047","protein targeting to ER",41,0.501561608780658,1.73511840549225,0.00500065706111152,0.035730951850065,0.0272896780518171,1405,"tags=49%, list=25%, signal=37%","YER103W/YNCE0024W/YKL122C/YJL034W/YKL073W/YDR086C/YER019C-A/YLR378C/YDL092W/YML055W/YAL005C/YKL154W/YJR117W/YML105C/YBR171W/YPL210C/YLL024C/YDL100C/YAL028W/YOL111C"
"GO:0006112","GO:0006112","energy reserve metabolic process",44,0.507479147726044,1.77216521182088,0.0051284182137586,0.0362389331237417,0.0276776510751264,780,"tags=32%, list=14%, signal=28%","YER067W/YFR015C/YIL057C/YMR105C/YER054C/YMR311C/YEL011W/YKR058W/YFR003C/YJL137C/YLR258W/YFR017C/YPR184W/YOR178C"
"GO:0046467","GO:0046467","membrane lipid biosynthetic process",74,-0.389458796617024,-1.61422981212226,0.00510156680517898,0.0362389331237417,0.0276776510751264,1687,"tags=50%, list=30%, signal=35%","YBR036C/YBR159W/YLR242C/YJL134W/YJR013W/YER093C/YBR004C/YCL005W/YOR365C/YNL158W/YDR434W/YJL062W/YPL175W/YHL003C/YIL039W/YPL076W/YPL221W/YDR072C/YLR088W/YOR149C/YLR459W/YBR265W/YFL025C/YLL031C/YGR038W/YOR171C/YAL053W/YCR044C/YCL052C/YGL142C/YHR205W/YKL008C/YJR066W/YGR143W/YCR017C/YGL139W/YJL196C"
"GO:0009086","GO:0009086","methionine biosynthetic process",32,0.546766490336731,1.76076650430493,0.00517864654972736,0.0363927963576994,0.0277951648244476,604,"tags=38%, list=11%, signal=34%","YPR167C/YKL001C/YLR303W/YKR069W/YNL277W/YIR017C/YLL062C/YNL103W/YMR009W/YER052C/YGL184C/YGR204W"
"GO:0070897","GO:0070897","transcription preinitiation complex assembly",48,0.475485141554218,1.67904937101965,0.00521490081432788,0.0364473122487725,0.0278368015858285,1764,"tags=56%, list=32%, signal=39%","YMR039C/YER159C/YPR052C/YDL005C/YBR089C-A/YOR194C/YGL048C/YNR010W/YNL039W/YMR227C/YMR112C/YDR394W/YDR167W/YGL025C/YDR145W/YJR017C/YGL207W/YPR168W/YOR259C/YDR397C/YMR236W/YOR117W/YML043C/YML015C/YHR041C/YER148W/YEL009C"
"GO:0050801","GO:0050801","monoatomic ion homeostasis",165,-0.304445062982531,-1.4281746607398,0.00543193748282431,0.0377578697855016,0.0288377459042389,871,"tags=26%, list=16%, signal=23%","YKL168C/YMR205C/YKL175W/YLR220W/YOR079C/YLR126C/YER113C/YCL017C/YAL053W/YDL206W/YEL027W/YBR127C/YDR107C/YHL040C/YCR044C/YLL051C/YMR058W/YDR436W/YIL090W/YDR270W/YPL036W/YHR175W/YGR240C/YKR021W/YBR235W/YBR295W/YGR257C/YIR033W/YOL130W/YJR106W/YLR447C/YOL152W/YDR506C/YFL050C/YLR214W/YGL008C/YMR021C/YDR492W/YEL065W/YLR023C/YOL002C/YOR381W/YOR384W"
"GO:0007231","GO:0007231","osmosensory signaling pathway",15,-0.630719010130981,-1.80152932237763,0.00556341248062594,0.0382559385092504,0.0292181481721611,1371,"tags=53%, list=25%, signal=40%","YDL235C/YHL007C/YLR362W/YDL073W/YNR031C/YIL147C/YCL032W/YDR420W"
"GO:0000722","GO:0000722","telomere maintenance via recombination",34,-0.510479061868198,-1.79533969193281,0.00554613744867647,0.0382559385092504,0.0292181481721611,399,"tags=18%, list=7%, signal=16%","YBR136W/YML133C/YLR466W/YNL339C/YDR545W/YGR296W"
"GO:0006119","GO:0006119","oxidative phosphorylation",34,0.533825019496234,1.75156667592779,0.00572867703651628,0.0391817001588466,0.0299252028701779,1050,"tags=53%, list=19%, signal=43%","YOR065W/YPL271W/YEL039C/YDR529C/YFR033C/YJL045W/YPR191W/YJL166W/YMR256C/YKL148C/YJR121W/YGL226W/YDL067C/YLR395C/YGL191W/YPR140W/YHR001W-A/YJR048W"
"GO:1902410","GO:1902410","mitotic cytokinetic process",30,0.543318311328208,1.72694325965998,0.00578673795242692,0.0393682863891172,0.030067708957739,852,"tags=33%, list=15%, signal=28%","YMR032W/YIL138C/YNL079C/YMR001C/YPL158C/YDR388W/YBR038W/YML064C/YDL225W/YHR023W"
"GO:0006839","GO:0006839","mitochondrial transport",82,0.412686045847466,1.60699107738086,0.00584613043797449,0.0395242289265523,0.0301868107846101,836,"tags=29%, list=15%, signal=25%","YKL195W/YER053C/YGR243W/YOR020C/YHR005C-A/YOR045W/YEL020W-A/YLR099W-A/YNL070W/YKR016W/YBR091C/YJR135W-A/YGL080W/YER154W/YPL063W/YNR017W/YNL121C/YPL098C/YJR045C/YHR162W/YLR259C/YGR181W/YBL030C/YOR232W"
